crash_id,degree_of_crash,degree_of_crash_-_detailed,reporting_year,year_of_crash,month_of_crash,day_of_week_of_crash,two-hour_intervals,street_of_crash,street_type,distance,direction,identifying_feature,identifying_feature_type,town,route_no.,school_zone_location,school_zone_active,type_of_location,latitude,longitude,lga,urbanisation,conurbation_1,alignment,primary_permanent_feature,primary_temporary_feature,primary_hazardous_feature,street_lighting,road_surface,surface_condition,weather,natural_lighting,signals_operation,other_traffic_control,speed_limit,road_classification_(admin),rum_-_code,rum_-_description,dca_-_code,dca_-_description,dca_supplement,first_impact_type,key_tu_type,other_tu_type,no._of_traffic_units_involved,no._killed,no._seriously_injured,no._moderately_injured,no._minor-other_injured,month_num,month_label,season,day_label,time_label,time_band,is_peak_commute,is_fatal,is_injury,is_casualty
1339151,Fatal,Fatal,2024,2024,January,Monday,08:00 - 09:59,APPIN,RD,650,North,SOUTHERN EXPRESSWAY,OP,CATARACT,177.0,No,Not a school zone,2-way undivided,-34.297807,150.90541,Wollongong,Wollongong met. area,Syd-Newc-Woll Gtr conurbation,Curved,Embankment/cutting,,,Off,Sealed,Wet,Raining,Daylight,Nil,No traffic controls,80 km/h,State,81,Off left/rt bnd=>obj,803,Off right bend into obj,Left,Vehicle - Object,Car (sedan/hatch),,1,1,0,0,0,1,January,Summer,Monday,08:00 - 09:59,AM peak / school commute,True,True,False,True
1339984,Fatal,Fatal,2024,2024,January,Wednesday,14:00 - 15:59,CASTLEREAGH,HWY,3000,North,BERIDA,RD,CURBAN,18.0,No,Not a school zone,2-way undivided,-31.525981,148.556366,Gilgandra,Country non-urban,Rest of NSW - Rural,Curved,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,110 km/h,State,20,Head on,201,Opp - Head on,,Head-on,Light truck utility(from 2018),4 wheel drive / SUV,2,1,0,2,1,1,January,Summer,Wednesday,14:00 - 15:59,Midday / afternoon,False,True,False,True
1339986,Fatal,Fatal,2024,2024,January,Thursday,16:00 - 17:59,GWYDIR,HWY,0,Right on the spot,GREENS,LANE,SWAN CREEK,12.0,No,Not a school zone,X-intersection,-29.668729,152.981533,Clarence Valley,Country non-urban,Rest of NSW - Rural,Straight,,,,Nil,Sealed,Dry,Fine,Dusk,Nil,No traffic controls,100 km/h,State,40,U turn,304,Same - U-turn,,Other angle,Car (sedan/hatch),B-double (road train prior 98),2,1,0,2,0,1,January,Summer,Thursday,16:00 - 17:59,PM peak / evening commute,True,True,False,True
1339987,Fatal,Fatal,2024,2024,January,Friday,16:00 - 17:59,LAKE,RD,20,North,PACIFIC,ST,WOOLGOOLGA,4007.0,No,Not a school zone,2-way undivided,-30.108237,153.199993,Coffs Harbour,Country urban,Rest of NSW - Urban,Straight,,,,Nil,Sealed,Wet,Overcast,Daylight,Nil,No traffic controls,50 km/h,Regional,73,Off rd rght => obj,704,Right off cway into obj,,Vehicle - Object,4 wheel drive / SUV,,1,1,1,0,0,1,January,Summer,Friday,16:00 - 17:59,PM peak / evening commute,True,True,False,True
1340598,Fatal,Fatal,2024,2024,January,Tuesday,06:00 - 07:59,GWYDIR,HWY,635,East,LOWER COLDSTREAM,RD,COWPER,12.0,No,Not a school zone,2-way undivided,-29.565287,153.118005,Clarence Valley,Country non-urban,Rest of NSW - Rural,Straight,,,,Nil,Sealed,Dry,Overcast,Daylight,Nil,No traffic controls,100 km/h,State,20,Head on,201,Opp - Head on,,Head-on,Car (sedan/hatch),Semi-trailer,2,1,0,1,0,1,January,Summer,Tuesday,06:00 - 07:59,AM peak / school commute,True,True,False,True
1340599,Fatal,Fatal,2024,2024,January,Wednesday,20:00 - 21:59,MEROO,RD,50,North,MULGEN,CRES,BOMADERRY,,No,Not a school zone,2-way undivided,-34.846279,150.61107,Shoalhaven,Country urban,Rest of NSW - Urban,Straight,Painted double centre lines,,,Off,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,50 km/h,Local,20,Head on,201,Opp - Head on,,Head-on,Light truck utility(from 2018),Car (sedan/hatch),2,1,3,0,0,1,January,Summer,Wednesday,20:00 - 21:59,Evening / night,False,True,False,True
1340600,Fatal,Fatal,2024,2024,January,Friday,08:00 - 09:59,CROOKED RIVER,RD,500,North,BEACH,RD,GERROA,7643.0,No,Not a school zone,2-way undivided,-34.786712,150.778569,Kiama,Country urban,Rest of NSW - Urban,Straight,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,80 km/h,Regional,71,Off rd left => obj,703,Left off cway into object,,Vehicle - Object,4 wheel drive / SUV,,1,1,0,0,0,1,January,Summer,Friday,08:00 - 09:59,AM peak / school commute,True,True,False,True
1340601,Fatal,Fatal,2024,2024,January,Friday,06:00 - 07:59,MAMRE,RD,760,South,BAKERS,LANE,KEMPS CREEK,536.0,No,Not a school zone,2-way undivided,-33.838282,150.780969,Penrith,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Nil,Sealed,Wet,Raining,Dawn,Nil,No traffic controls,80 km/h,State,50,Head on (overtake),501,Ovtak - Head on,,Head-on,Car (sedan/hatch),Light truck utility(from 2018),3,1,1,1,0,1,January,Summer,Friday,06:00 - 07:59,AM peak / school commute,True,True,False,True
1340602,Fatal,Fatal,2024,2024,January,Friday,16:00 - 17:59,EDNA,AVE,70,North,HIGHLAND,AVE,TOONGABBIE,,No,Not a school zone,2-way undivided,-33.780853,150.949502,Parramatta,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,Driveway/entrance,,Potholes/corrugations/rough,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,50 km/h,Local,7,Driveway,7,Ped - driveway,,Vehicle - Pedestrian,4 wheel drive / SUV,Pedestrian,2,1,0,1,0,1,January,Summer,Friday,16:00 - 17:59,PM peak / evening commute,True,True,False,True
1341169,Fatal,Fatal,2024,2024,January,Monday,20:00 - 21:59,WINDSOR,RD,0,Right on the spot,MCGRATH,RD,MCGRATHS HILL,184.0,No,Not a school zone,T-junction,-33.620474,150.83605,Hawkesbury,Country urban,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Wet,Fine,Darkness,Nil,No traffic controls,80 km/h,State,33,Lane sideswipe,305,Same - Lane side swipe,,Other angle,Car (sedan/hatch),Car (sedan/hatch),2,2,1,1,0,1,January,Summer,Monday,20:00 - 21:59,Evening / night,False,True,False,True
1341170,Fatal,Fatal,2024,2024,January,Monday,14:00 - 15:59,REDFERN,ST,0,Right on the spot,FLINT,LANE,COWRA,310.0,No,Not a school zone,T-junction,-33.830677,148.68327,Cowra,Country urban,Rest of NSW - Urban,Curved,Painted double centre lines,,,Off,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,50 km/h,State,20,Head on,201,Opp - Head on,,Head-on,4 wheel drive / SUV,Station wagon,2,1,1,0,0,1,January,Summer,Monday,14:00 - 15:59,Midday / afternoon,False,True,False,True
1341171,Fatal,Fatal,2024,2024,January,Wednesday,04:00 - 05:59,SANDY CREEK,RD,0,Right on the spot,NUMBER 154,HN,MOUNT VINCENT,,No,Not a school zone,2-way undivided,-32.923794,151.464243,Cessnock,Country urban,Rest of NSW - Urban,Curved,,,,Nil,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,80 km/h,Local,81,Off left/rt bnd=>obj,803,Off right bend into obj,Left,Vehicle - Object,Car (sedan/hatch),,1,1,0,0,0,1,January,Summer,Wednesday,04:00 - 05:59,Late night / early morning,False,True,False,True
1341172,Fatal,Fatal,2024,2024,January,Monday,16:00 - 17:59,STURT,HWY,560,East,OLD COMMON,RD,HAY SOUTH,14.0,No,Not a school zone,2-way undivided,-34.520925,144.873001,Hay,Country non-urban,Rest of NSW - Rural,Straight,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,110 km/h,State,40,U turn,304,Same - U-turn,,Other angle,Car (sedan/hatch),Road train,2,2,1,1,1,1,January,Summer,Monday,16:00 - 17:59,PM peak / evening commute,True,True,False,True
1341173,Fatal,Fatal,2024,2024,January,Wednesday,20:00 - 21:59,PACIFIC,HWY,500,East,LONDON,DR,WADALBA,10.0,No,Not a school zone,2-way undivided,-33.261737,151.457182,Central Coast,Country urban,Syd-Newc-Woll Gtr conurbation,Curved,,,,Nil,Sealed,Wet,Raining,Darkness,Nil,No traffic controls,70 km/h,State,2,Ped far side,3,Ped - Far side,,Vehicle - Pedestrian,4 wheel drive / SUV,Pedestrian,2,1,0,1,0,1,January,Summer,Wednesday,20:00 - 21:59,Evening / night,False,True,False,True
1341174,Fatal,Fatal,2024,2024,January,Friday,14:00 - 15:59,WISEMANS FERRY,RD,150,West,PARUKALA,RD,MANGROVE MOUNTAIN,225.0,No,Not a school zone,2-way undivided,-33.293771,151.21252,Central Coast,Country urban,Syd-Newc-Woll Gtr conurbation,Straight,Steep grade,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,80 km/h,Regional,71,Off rd left => obj,703,Left off cway into object,,Vehicle - Object,Semi-trailer,,2,1,0,1,0,1,January,Summer,Friday,14:00 - 15:59,Midday / afternoon,False,True,False,True
1341175,Fatal,Fatal,2024,2024,January,Friday,16:00 - 17:59,CANTERBURY,RD,0,Right on the spot,MAVIS,ST,REVESBY,167.0,No,Not a school zone,T-junction,-33.937306,151.020794,Canterbury-Bankstown,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,70 km/h,State,13,Right near,104,Adj - Right-thru from right,,Right angle,4 wheel drive / SUV,Motorcycle,2,1,0,1,0,1,January,Summer,Friday,16:00 - 17:59,PM peak / evening commute,True,True,False,True
1341176,Fatal,Fatal,2024,2024,January,Sunday,22:00 - Midnight,PRINCES,HWY,1000,South,SHELLHARBOUR ROAD,OP,DUNMORE,1.0,No,Not a school zone,Divided road,-34.597625,150.841959,Shellharbour,Wollongong met. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Nil,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,100 km/h,State,30,Rear end,301,Same - Rear end,,Rear end,Large rigid,Motor scooter,2,1,1,1,0,1,January,Summer,Sunday,22:00 - Midnight,Evening / night,False,True,False,True
1341560,Fatal,Fatal,2024,2024,January,Wednesday,04:00 - 05:59,BELUBULA,WAY,2800,West,WELLS,LANE,MANDURAMA,7511.0,No,Not a school zone,2-way undivided,-33.650508,148.927955,Blayney,Country non-urban,Rest of NSW - Rural,Curved,Steep grade,,,Nil,Sealed,Wet,Overcast,Darkness,Nil,No traffic controls,100 km/h,Regional,85,Off rt/lft bnd=>obj,804,Off left bend into obj,Right,Vehicle - Object,Light truck,,1,1,0,0,0,1,January,Summer,Wednesday,04:00 - 05:59,Late night / early morning,False,True,False,True
1341777,Fatal,Fatal,2024,2024,January,Thursday,04:00 - 05:59,DONOVAN,ST,0,Right on the spot,NORTH,RD,EASTWOOD,,No,Not a school zone,T-junction,-33.792129,151.101499,Ryde,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Dry,Fine,Dawn,Nil,No traffic controls,50 km/h,Local,21,Right through,202,Opp - Right-thru,,Other angle,Light truck utility(from 2018),Motorcycle,2,1,0,1,0,1,January,Summer,Thursday,04:00 - 05:59,Late night / early morning,False,True,False,True
1341799,Fatal,Fatal,2024,2024,January,Thursday,10:00 - 11:59,STONY CROSSING,RD,10000,South,YANGA,WAY,KYALITE,467.0,No,Not a school zone,2-way undivided,-35.028053,143.521772,Murray River,Country non-urban,Rest of NSW - Rural,Straight,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,100 km/h,Regional,20,Head on,201,Opp - Head on,,Head-on,Light truck utility(from 2018),Light truck,2,2,0,0,0,1,January,Summer,Thursday,10:00 - 11:59,Midday / afternoon,False,True,False,True
1341800,Fatal,Fatal,2024,2024,January,Thursday,00:01 - 01:59,DARTFORD,ST,0,Right on the spot,HORTON,ST,MOUNT PRITCHARD,,No,Not a school zone,T-junction,-33.903684,150.889355,Fairfield,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Curved,,,,On,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,50 km/h,Local,85,Off rt/lft bnd=>obj,804,Off left bend into obj,Right,Other angle,Motorcycle,Large rigid,2,1,0,0,0,1,January,Summer,Thursday,00:01 - 01:59,Late night / early morning,False,True,False,True
1342323,Fatal,Fatal,2024,2024,January,Wednesday,16:00 - 17:59,LAWRENCE HARGRAVE,DR,75,North,KING,ST,THIRROUL,185.0,No,Not a school zone,2-way undivided,-34.314758,150.923676,Wollongong,Wollongong met. area,Syd-Newc-Woll Gtr conurbation,Curved,Foot/cycle path/nature strip,,,Off,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,50 km/h,State,41,U turn into object,409,Manov - U-turn into fixed obje,,Vehicle - Object,Motor scooter,,1,1,0,0,0,1,January,Summer,Wednesday,16:00 - 17:59,PM peak / evening commute,True,True,False,True
1342325,Fatal,Fatal,2024,2024,January,Saturday,02:00 - 03:59,PACIFIC,HWY,1500,North,WANG WAUK,RD,WANG WAUK,10.0,No,Not a school zone,Divided road,-32.143555,152.334469,Mid-Coast,Country non-urban,Rest of NSW - Rural,Curved,Mid-blk median openg,,,Nil,Sealed,Wet,Overcast,Darkness,Nil,No traffic controls,100 km/h,State,81,Off left/rt bnd=>obj,803,Off right bend into obj,Left,Vehicle - Object,4 wheel drive / SUV,,1,1,1,0,0,1,January,Summer,Saturday,02:00 - 03:59,Late night / early morning,False,True,False,True
1342326,Fatal,Fatal,2024,2024,February,Friday,12:00 - 13:59,PICTON,RD,0,Right on the spot,MOUNT KEIRA,RD,CATARACT,95.0,No,Not a school zone,T-junction,-34.375087,150.831061,Wollongong,Wollongong met. area,Syd-Newc-Woll Gtr conurbation,Curved,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,Stop sign,100 km/h,State,13,Right near,104,Adj - Right-thru from right,,Right angle,Car (sedan/hatch),Light truck,2,1,1,0,0,2,February,Summer,Friday,12:00 - 13:59,Midday / afternoon,False,True,False,True
1342544,Fatal,Fatal,2024,2024,January,Tuesday,12:00 - 13:59,WEST,PDE,1000,North,BARGO RIVER,RD,THIRLMERE,7635.0,No,Not a school zone,Divided road,-34.225137,150.554749,Wollondilly,Country non-urban,Syd-Newc-Woll Gtr conurbation,Straight,Embankment/cutting,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,100 km/h,Regional,73,Off rd rght => obj,704,Right off cway into obj,,Vehicle - Object,Station wagon,,1,1,0,0,0,1,January,Summer,Tuesday,12:00 - 13:59,Midday / afternoon,False,True,False,True
1342838,Fatal,Fatal,2024,2024,January,Monday,00:01 - 01:59,BRINGELLY,RD,370,East,KING,ST,ROSSMORE,647.0,No,Not a school zone,Divided road,-33.947798,150.788652,Liverpool,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,80 km/h,State,4,Ped walk with,5,Ped - Walking with traffic,,Vehicle - Pedestrian,4 wheel drive / SUV,Pedestrian,2,1,0,0,0,1,January,Summer,Monday,00:01 - 01:59,Late night / early morning,False,True,False,True
1342931,Fatal,Fatal,2024,2024,February,Monday,04:00 - 05:59,TWEED VALLEY,WAY,670,West,PACIFIC HIGHWAY,TO,CHINDERAH,679.0,No,Not a school zone,2-way undivided,-28.255523,153.528973,Tweed,Country urban,Rest of NSW - Urban,Curved,Other bridge,,,Nil,Sealed,Dry,Fine,Dawn,Nil,No traffic controls,80 km/h,Regional,66,Object on road,607,On path - Hit temp object,,Vehicle - Object,Motorcycle,,3,1,0,2,0,2,February,Summer,Monday,04:00 - 05:59,Late night / early morning,False,True,False,True
1342934,Fatal,Fatal,2024,2024,January,Wednesday,08:00 - 09:59,IANDRA,RD,3000,North,SCENIC,RD,MONTEAGLE,,No,Not a school zone,2-way undivided,-34.14873,148.358377,Hilltops,Country non-urban,Rest of NSW - Rural,Curved,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,100 km/h,Local,83,Off rt/rt bnd=>obj,803,Off right bend into obj,Right,Vehicle - Object,Car (sedan/hatch),,1,1,0,0,0,1,January,Summer,Wednesday,08:00 - 09:59,AM peak / school commute,True,True,False,True
1342937,Fatal,Fatal,2024,2024,February,Saturday,18:00 - 19:59,NEW ENGLAND,HWY,700,North,HOYS,RD,ARMIDALE,9.0,No,Not a school zone,2-way undivided,-30.473181,151.679123,Armidale Regional,Country non-urban,Rest of NSW - Rural,Straight,Painted double centre lines,,,Nil,Sealed,Wet,Fine,Daylight,Nil,No traffic controls,100 km/h,State,20,Head on,201,Opp - Head on,,Head-on,4 wheel drive / SUV,4 wheel drive / SUV,2,3,1,0,1,2,February,Summer,Saturday,18:00 - 19:59,PM peak / evening commute,True,True,False,True
1342939,Fatal,Fatal,2024,2024,February,Saturday,12:00 - 13:59,PREMER,RD,140,South,BOMERA CREEK,BDGE,TAMBAR SPRINGS,,No,Not a school zone,2-way undivided,-31.376957,149.872631,Warrumbungle,Country non-urban,Rest of NSW - Rural,Curved,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,100 km/h,Local,81,Off left/rt bnd=>obj,803,Off right bend into obj,Left,Vehicle - Object,Motorcycle,,1,1,0,0,0,2,February,Summer,Saturday,12:00 - 13:59,Midday / afternoon,False,True,False,True
1342940,Fatal,Fatal,2024,2024,February,Tuesday,10:00 - 11:59,PEATS RIDGE,RD,500,North,WISEMANS FERRY ROAD,OP,SOMERSBY,455.0,No,Not a school zone,2-way undivided,-33.353909,151.285403,Central Coast,Country non-urban,Syd-Newc-Woll Gtr conurbation,Straight,Embankment/cutting,Previous crash,,Nil,Sealed,Wet,Raining,Daylight,Nil,No traffic controls,100 km/h,Regional,30,Rear end,301,Same - Rear end,,Rear end,Semi-trailer,Light truck utility(from 2018),5,1,1,2,0,2,February,Summer,Tuesday,10:00 - 11:59,Midday / afternoon,False,True,False,True
1343097,Fatal,Fatal,2024,2024,February,Wednesday,20:00 - 21:59,ALLAMBIE,PL,10,West,LACHLAN,ST,COWRA,,No,Not a school zone,T-junction,-33.817589,148.689834,Cowra,Country urban,Rest of NSW - Urban,Curved,Foot/cycle path/nature strip,,,On,Sealed,Dry,Fine,Dusk,Nil,No traffic controls,50 km/h,Local,81,Off left/rt bnd=>obj,803,Off right bend into obj,Left,Vehicle - Object,Motorcycle,,1,1,0,0,0,2,February,Summer,Wednesday,20:00 - 21:59,Evening / night,False,True,False,True
1343498,Fatal,Fatal,2024,2024,January,Wednesday,12:00 - 13:59,WATTLE,ST,5,North,GREAT WESTERN,HWY,ULTIMO,5.0,No,Not a school zone,X-intersection,-33.884186,151.198538,Sydney,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Dry,Fine,Daylight,On,Ped crossing,50 km/h,State,2,Ped far side,3,Ped - Far side,,Vehicle - Pedestrian,Light truck,Pedestrian,2,1,0,0,0,1,January,Summer,Wednesday,12:00 - 13:59,Midday / afternoon,False,True,False,True
1343505,Fatal,Fatal,2024,2024,February,Wednesday,10:00 - 11:59,EPPING,RD,0,Right on the spot,HERRING,RD,MACQUARIE PARK,373.0,No,Not a school zone,X-intersection,-33.78155,151.113575,Ryde,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,Crest,,,Off,Sealed,Dry,Fine,Daylight,On,No traffic controls,70 km/h,State,21,Right through,202,Opp - Right-thru,,Other angle,4 wheel drive / SUV,Motorcycle,2,1,0,1,0,2,February,Summer,Wednesday,10:00 - 11:59,Midday / afternoon,False,True,False,True
1343506,Fatal,Fatal,2024,2024,February,Thursday,16:00 - 17:59,GOLDEN,HWY,500,East,BALLIMORE,RD,BALLIMORE,27.0,No,Not a school zone,2-way undivided,-32.194107,148.906739,Dubbo Regional,Country non-urban,Rest of NSW - Rural,Curved,Painted double centre lines,,Loose gravel shoulder,Nil,Sealed,Dry,Overcast,Daylight,Nil,No traffic controls,100 km/h,State,20,Head on,201,Opp - Head on,,Head-on,4 wheel drive / SUV,Semi-trailer,2,1,3,0,0,2,February,Summer,Thursday,16:00 - 17:59,PM peak / evening commute,True,True,False,True
1343507,Fatal,Fatal,2024,2024,February,Thursday,16:00 - 17:59,PUTTY,RD,936,North,WOMERAH RANGE,TRL,COLO HEIGHTS,503.0,No,Not a school zone,2-way undivided,-33.188173,150.691247,Hawkesbury,Country non-urban,Syd-Newc-Woll Gtr conurbation,Curved,,,Slippery surface,Nil,Sealed,Wet,Raining,Dusk,Nil,No traffic controls,100 km/h,State,85,Off rt/lft bnd=>obj,804,Off left bend into obj,Right,Vehicle - Object,4 wheel drive / SUV,,1,1,1,0,0,2,February,Summer,Thursday,16:00 - 17:59,PM peak / evening commute,True,True,False,True
1343508,Fatal,Fatal,2024,2024,February,Friday,12:00 - 13:59,LAWRENCE HARGRAVE,DR,0,Right on the spot,PRINCES,HWY,THIRROUL,185.0,No,Not a school zone,T-junction,-34.322553,150.913369,Wollongong,Wollongong met. area,Syd-Newc-Woll Gtr conurbation,Curved,Steep grade,,,Off,Sealed,Dry,Overcast,Daylight,Nil,Stop sign,50 km/h,State,16,Left near,107,Adj - Left-thru from right,,Right angle,Large rigid,4 wheel drive / SUV,2,1,2,0,1,2,February,Summer,Friday,12:00 - 13:59,Midday / afternoon,False,True,False,True
1343511,Fatal,Fatal,2024,2024,February,Monday,16:00 - 17:59,WAKEHURST,PKWY,0,Right on the spot,MIDDLE CREEK,BDGE,INGLESIDE,397.0,No,Not a school zone,2-way undivided,-33.717086,151.268802,Northern Beaches,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Curved,Painted double centre lines,,,Nil,Sealed,Wet,Raining,Daylight,Nil,No traffic controls,80 km/h,State,20,Head on,201,Opp - Head on,,Head-on,4 wheel drive / SUV,4 wheel drive / SUV,2,1,0,1,0,2,February,Summer,Monday,16:00 - 17:59,PM peak / evening commute,True,True,False,True
1344088,Fatal,Fatal,2024,2024,February,Sunday,18:00 - 19:59,OLD STANNIFER,RD,5380,East,MELIA,CL,GILGAI,,No,Not a school zone,2-way undivided,-29.87744,151.173366,Inverell,Country urban,Rest of NSW - Urban,Straight,,,Potholes/corrugations/rough,Nil,Unsealed,Dry,Overcast,Dusk,Nil,No traffic controls,50 km/h,Local,71,Off rd left => obj,703,Left off cway into object,,Vehicle - Object,Motorcycle,,1,1,0,0,0,2,February,Summer,Sunday,18:00 - 19:59,PM peak / evening commute,True,True,False,True
1344089,Fatal,Fatal,2024,2024,February,Thursday,20:00 - 21:59,HUME,HWY,440,North,WARGEILA ROAD,OP,YASS,2.0,No,Not a school zone,Divided road,-34.80559,148.908032,Yass Valley,Country non-urban,Rest of NSW - Rural,Curved,Mid-blk median openg,,,Nil,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,110 km/h,State,40,U turn,304,Same - U-turn,,Other angle,Car (sedan/hatch),B-double (road train prior 98),2,1,0,1,0,2,February,Summer,Thursday,20:00 - 21:59,Evening / night,False,True,False,True
1344090,Fatal,Fatal,2024,2024,February,Friday,06:00 - 07:59,DEVONSHIRE,RD,207,North,TWELFTH,AVE,ROSSMORE,7261.0,No,Not a school zone,2-way undivided,-33.917915,150.785485,Liverpool,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Dry,Fog or mist,Dawn,Nil,No traffic controls,70 km/h,Regional,2,Ped far side,3,Ped - Far side,,Vehicle - Pedestrian,Car (sedan/hatch),Pedestrian,2,1,0,0,0,2,February,Summer,Friday,06:00 - 07:59,AM peak / school commute,True,True,False,True
1344091,Fatal,Fatal,2024,2024,February,Friday,08:00 - 09:59,HUNTER,EXP,170,North,HART ROAD,OP,LOXFORD,6011.0,No,Not a school zone,Dual freeway,-32.796131,151.474041,Cessnock,Country non-urban,Rest of NSW - Rural,Curved,,,,On,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,110 km/h,State,30,Rear end,301,Same - Rear end,,Rear end,Motorcycle,Motorcycle,3,1,0,1,0,2,February,Summer,Friday,08:00 - 09:59,AM peak / school commute,True,True,False,True
1344093,Fatal,Fatal,2024,2024,February,Sunday,06:00 - 07:59,SNOWY MOUNTAINS,HWY,30,East,GADARA,RD,GADARA,4.0,No,Not a school zone,2-way undivided,-35.32803,148.163596,Snowy Valleys,Country non-urban,Rest of NSW - Rural,Curved,,,,Nil,Sealed,Dry,Fine,Dawn,Nil,No traffic controls,100 km/h,State,67,Struck animal,609,On path - Hit animal,,Vehicle - Animal,Semi-trailer,,1,1,0,0,0,2,February,Summer,Sunday,06:00 - 07:59,AM peak / school commute,True,True,False,True
1344094,Fatal,Fatal,2024,2024,February,Wednesday,12:00 - 13:59,NEW ENGLAND,HWY,0,Right on the spot,OLD BALLANDEAN,RD,TENTERFIELD,9.0,No,Not a school zone,X-intersection,-29.020987,151.997527,Tenterfield,Country non-urban,Rest of NSW - Rural,Curved,,,,Nil,Sealed,Dry,Fine,Daylight,Nil,Give way sign,100 km/h,State,10,Cross traffic,101,Adj - Cross traffic,,Right angle,Car (sedan/hatch),B-double (road train prior 98),2,1,0,1,0,2,February,Summer,Wednesday,12:00 - 13:59,Midday / afternoon,False,True,False,True
1344653,Fatal,Fatal,2024,2024,February,Tuesday,18:00 - 19:59,WERAH CREEK,RD,3600,South,1119 WERAH CREEK ROAD,ENT,WEE WAA,,No,Not a school zone,2-way undivided,-30.448063,149.281461,Narrabri,Country non-urban,Rest of NSW - Rural,Curved,,,Potholes/corrugations/rough,Nil,Unsealed,Dry,Fine,Dusk,Nil,No traffic controls,100 km/h,Local,88,Out of cont on bend,805,Out of control on bend,,Rollover,Light truck utility(from 2018),,1,1,1,1,0,2,February,Summer,Tuesday,18:00 - 19:59,PM peak / evening commute,True,True,False,True
1344654,Fatal,Fatal,2024,2024,February,Wednesday,10:00 - 11:59,MURRINGO,RD,1230,East,APPS,LANE,YOUNG,241.0,No,Not a school zone,2-way undivided,-34.319256,148.358482,Hilltops,Country non-urban,Rest of NSW - Rural,Curved,Steep grade,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,100 km/h,Regional,81,Off left/rt bnd=>obj,803,Off right bend into obj,Left,Vehicle - Object,Light truck,,1,1,0,0,0,2,February,Summer,Wednesday,10:00 - 11:59,Midday / afternoon,False,True,False,True
1344656,Fatal,Fatal,2024,2024,February,Sunday,10:00 - 11:59,LACHLAN VALLEY,WAY,2100,North,NORMANHURST,LANE,BOOROWA,56.0,No,Not a school zone,2-way undivided,-34.504253,148.720856,Hilltops,Country non-urban,Rest of NSW - Rural,Curved,Other permanent feature,,,Nil,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,100 km/h,State,81,Off left/rt bnd=>obj,803,Off right bend into obj,Left,Vehicle - Object,4 wheel drive / SUV,,1,1,0,0,1,2,February,Summer,Sunday,10:00 - 11:59,Midday / afternoon,False,True,False,True
1345218,Fatal,Fatal,2024,2024,March,Tuesday,18:00 - 19:59,NEWELL,HWY,9000,South,JOHN RENSHAW,PKWY,TOORAWEENAH,17.0,No,Not a school zone,2-way undivided,-31.507495,148.838593,Gilgandra,Country non-urban,Rest of NSW - Rural,Straight,Ditch/drain/culvert,,,Nil,Sealed,Dry,Fine,Dusk,Nil,No traffic controls,110 km/h,State,20,Head on,201,Opp - Head on,,Head-on,Station wagon,B-double (road train prior 98),2,1,0,2,0,3,March,Autumn,Tuesday,18:00 - 19:59,PM peak / evening commute,True,True,False,True
