crash_id,degree_of_crash,degree_of_crash_-_detailed,reporting_year,year_of_crash,month_of_crash,day_of_week_of_crash,two-hour_intervals,street_of_crash,street_type,distance,direction,identifying_feature,identifying_feature_type,town,route_no.,school_zone_location,school_zone_active,type_of_location,latitude,longitude,lga,urbanisation,conurbation_1,alignment,primary_permanent_feature,primary_temporary_feature,primary_hazardous_feature,street_lighting,road_surface,surface_condition,weather,natural_lighting,signals_operation,other_traffic_control,speed_limit,road_classification_(admin),rum_-_code,rum_-_description,dca_-_code,dca_-_description,dca_supplement,first_impact_type,key_tu_type,other_tu_type,no._of_traffic_units_involved,no._killed,no._seriously_injured,no._moderately_injured,no._minor-other_injured,month_num,month_label,season,day_label,time_label,time_band,is_peak_commute,is_fatal,is_injury,is_casualty
1357752,Non-casualty (towaway),Non-casualty (towaway),2024,2024,April,Sunday,12:00 - 13:59,HUME,HWY,1500,South,MINGAY,RD,COOLAC,2.0,No,Not a school zone,Divided road,-34.9809,148.136767,Cootamundra-Gundagai,Country non-urban,Rest of NSW - Rural,Curved,Embankment/cutting,,,Unknown / not stated,Sealed,Wet,Raining,Daylight,Nil,No traffic controls,110 km/h,State,81,Off left/rt bnd=>obj,803,Off right bend into obj,Left,Vehicle - Object,Car (sedan/hatch),,1,0,0,0,0,4,April,Autumn,Sunday,12:00 - 13:59,Midday / afternoon,False,False,False,False
1357754,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Wednesday,14:00 - 15:59,SNOWY MOUNTAINS,HWY,25,East,COSGROVE,ST,ADAMINABY,4.0,No,Not a school zone,2-way undivided,-35.996611,148.777767,Snowy Monaro Regional,Country urban,Rest of NSW - Urban,Straight,Ditch/drain/culvert,,,Unknown / not stated,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,70 km/h,State,70,Off road to left,701,Off carriageway to left,,Rollover,4 wheel drive / SUV,,1,0,0,0,0,7,July,Winter,Wednesday,14:00 - 15:59,Midday / afternoon,False,False,False,False
1357755,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Tuesday,06:00 - 07:59,CANTERBURY,RD,0,Right on the spot,PUNCHBOWL,RD,PUNCHBOWL,167.0,No,Not a school zone,T-junction,-33.932471,151.044852,Canterbury-Bankstown,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Unknown / not stated,Sealed,Dry,Fine,Dawn,On,No traffic controls,60 km/h,State,21,Right through,202,Opp - Right-thru,,Other angle,4 wheel drive / SUV,4 wheel drive / SUV,2,0,0,0,0,7,July,Winter,Tuesday,06:00 - 07:59,AM peak / school commute,True,False,False,False
1357756,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Friday,06:00 - 07:59,PICTON,RD,4750,West,MT KEIRA,RD,CORDEAUX,95.0,No,Not a school zone,Divided road,-34.345736,150.797167,Wollongong,Wollongong met. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Unknown / not stated,Sealed,Dry,Fine,Dawn,Nil,No traffic controls,100 km/h,State,73,Off rd rght => obj,704,Right off cway into obj,,Vehicle - Object,Car (sedan/hatch),,1,0,0,0,0,7,July,Winter,Friday,06:00 - 07:59,AM peak / school commute,True,False,False,False
1357758,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Monday,04:00 - 05:59,PACIFIC,HWY,6000,South,SOUTH KEMPSEY INTERCHANGE,OP,KUNDABUNG,10.0,No,Not a school zone,Divided road,-31.180461,152.823697,Kempsey,Country non-urban,Rest of NSW - Rural,Straight,B'down lane/road shldr,,,Unknown / not stated,Sealed,Dry,Fine,Dawn,Nil,No traffic controls,110 km/h,State,62,Accident,603,On path - Previous accident,,Other angle,Car (sedan/hatch),Light truck utility(from 2018),2,0,0,0,0,7,July,Winter,Monday,04:00 - 05:59,Late night / early morning,False,False,False,False
1357759,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Friday,16:00 - 17:59,EPPING,RD,0,Right on the spot,JOHNSTON,CRES,LANE COVE NORTH,373.0,No,Not a school zone,T-junction,-33.808958,151.155669,Lane Cove,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Curved,,,,Unknown / not stated,Sealed,Dry,Fine,Daylight,Nil,Give way sign,60 km/h,State,31,Left rear,302,Same - Rear left,,Rear end,Light truck,Passenger van,2,0,0,0,0,7,July,Winter,Friday,16:00 - 17:59,PM peak / evening commute,True,False,False,False
1357760,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Thursday,04:00 - 05:59,EASTERN,RD,100,West,KNOX,RD,DOONSIDE,7170.0,No,Not a school zone,Divided road,-33.768325,150.862983,Blacktown,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Unknown / not stated,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,60 km/h,Regional,67,Struck animal,609,On path - Hit animal,,Vehicle - Animal,4 wheel drive / SUV,,1,0,0,0,0,7,July,Winter,Thursday,04:00 - 05:59,Late night / early morning,False,False,False,False
1357763,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Saturday,06:00 - 07:59,ALPINE,WAY,3000,West,BANJO,DR,JACOBS RIVER,677.0,No,Not a school zone,2-way undivided,-36.518814,148.276375,Snowy Monaro Regional,Country urban,Rest of NSW - Urban,Curved,Embankment/cutting,,,Unknown / not stated,Sealed,Wet,Snowing,Daylight,Nil,No traffic controls,80 km/h,State,85,Off rt/lft bnd=>obj,804,Off left bend into obj,Right,Vehicle - Object,4 wheel drive / SUV,,1,0,0,0,0,7,July,Winter,Saturday,06:00 - 07:59,AM peak / school commute,True,False,False,False
1357766,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Saturday,00:01 - 01:59,FAIRFIELD,ST,0,Right on the spot,NUMBER 98,HN,FAIRFIELD EAST,7232.0,No,Not a school zone,2-way undivided,-33.869191,150.975638,Fairfield,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Unknown / not stated,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,60 km/h,Regional,40,U turn,304,Same - U-turn,,Other angle,Passenger van,Car (sedan/hatch),2,0,0,0,0,7,July,Winter,Saturday,00:01 - 01:59,Late night / early morning,False,False,False,False
1357767,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Saturday,06:00 - 07:59,KING GEORGES,RD,0,Right on the spot,BLAKESLEY,RD,SOUTH HURSTVILLE,200.0,No,Not a school zone,T-junction,-33.980608,151.107657,Georges River,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Unknown / not stated,Sealed,Dry,Fine,Daylight,Nil,Give way sign,70 km/h,State,30,Rear end,301,Same - Rear end,,Rear end,Car (sedan/hatch),4 wheel drive / SUV,3,0,0,0,0,7,July,Winter,Saturday,06:00 - 07:59,AM peak / school commute,True,False,False,False
1357769,Non-casualty (towaway),Non-casualty (towaway),2024,2024,January,Wednesday,16:00 - 17:59,HANK,ST,31,East,PACIFIC HIGHWAY,OT,HEATHERBRAE,,No,Not a school zone,2-way undivided,-32.791475,151.725095,Port Stephens,Country urban,Rest of NSW - Urban,Straight,Climb/merge lane,,,Unknown / not stated,Sealed,Wet,Fine,Daylight,Nil,No traffic controls,80 km/h,Local,34,Lane change right,306,Same - Lane change right,,Other angle,Car (sedan/hatch),Car (sedan/hatch),2,0,0,0,0,1,January,Summer,Wednesday,16:00 - 17:59,PM peak / evening commute,True,False,False,False
1357772,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Thursday,18:00 - 19:59,BRYANT,ST,0,Right on the spot,GEORGE,ST,ROCKDALE,,No,Not a school zone,T-junction,-33.951053,151.141053,Bayside,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Unknown / not stated,Sealed,Dry,Fine,Dusk,Nil,Ped crossing,50 km/h,Local,10,Cross traffic,101,Adj - Cross traffic,,Right angle,Car (sedan/hatch),Car (sedan/hatch),2,0,0,0,0,7,July,Winter,Thursday,18:00 - 19:59,PM peak / evening commute,True,False,False,False
1357773,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Thursday,14:00 - 15:59,POWERS,RD,100,East,DISTRIBUTION,PL,SEVEN HILLS,7474.0,No,Not a school zone,2-way undivided,-33.774489,150.949017,Blacktown,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,Painted double centre lines,,,Unknown / not stated,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,60 km/h,Regional,40,U turn,304,Same - U-turn,,Other angle,Car (sedan/hatch),Light truck utility(from 2018),2,0,0,0,0,7,July,Winter,Thursday,14:00 - 15:59,Midday / afternoon,False,False,False,False
1357774,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Tuesday,14:00 - 15:59,CASTLEREAGH,HWY,1720,North,PATRICK,RD,DUNEDOO,18.0,No,Not a school zone,2-way undivided,-31.9673,149.337024,Warrumbungle,Country non-urban,Rest of NSW - Rural,Straight,Railway level x,,,Unknown / not stated,Sealed,Dry,Overcast,Daylight,Nil,Rail X flashing sigs,100 km/h,State,20,Head on,201,Opp - Head on,,Head-on,Coach,Semi-trailer,2,0,0,0,0,7,July,Winter,Tuesday,14:00 - 15:59,Midday / afternoon,False,False,False,False
1357788,Non-casualty (towaway),Non-casualty (towaway),2024,2024,April,Sunday,18:00 - 19:59,MAIN,RD,0,Right on the spot,HEDDON,ST,HEDDON GRETA,195.0,No,Not a school zone,X-intersection,-32.802407,151.513645,Cessnock,Country urban,Rest of NSW - Urban,Straight,,,,On,Sealed,Dry,Fine,Darkness,On,No traffic controls,60 km/h,State,30,Rear end,301,Same - Rear end,,Rear end,4 wheel drive / SUV,Light truck utility(from 2018),3,0,0,0,0,4,April,Autumn,Sunday,18:00 - 19:59,PM peak / evening commute,True,False,False,False
1357808,Non-casualty (towaway),Non-casualty (towaway),2024,2024,April,Wednesday,02:00 - 03:59,GLADSTONE,ST,10,South,TORRENS,ST,CANLEY HEIGHTS,,No,Not a school zone,Roundabout,-33.885338,150.92993,Fairfield,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Nil,Sealed,Dry,Fine,Darkness,Nil,Give way sign,50 km/h,Local,71,Off rd left => obj,703,Left off cway into object,,Other angle,Car (sedan/hatch),Car (sedan/hatch),2,0,0,0,0,4,April,Autumn,Wednesday,02:00 - 03:59,Late night / early morning,False,False,False,False
1357838,Non-casualty (towaway),Non-casualty (towaway),2024,2024,June,Saturday,16:00 - 17:59,BLACKBUTTS,RD,0,Right on the spot,NUMBER 23,HN,FRENCHS FOREST,,No,Not a school zone,2-way undivided,-33.742503,151.217918,Northern Beaches,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Wet,Raining,Dusk,Nil,No traffic controls,50 km/h,Local,20,Head on,201,Opp - Head on,,Head-on,Car (sedan/hatch),Car (sedan/hatch),2,0,0,0,0,6,June,Winter,Saturday,16:00 - 17:59,PM peak / evening commute,True,False,False,False
1357854,Non-casualty (towaway),Non-casualty (towaway),2024,2024,June,Wednesday,12:00 - 13:59,JUSTIN,ST,0,Right on the spot,NUMBER 36,HN,LILYFIELD,,No,Not a school zone,2-way undivided,-33.871098,151.165369,Inner West,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,50 km/h,Local,71,Off rd left => obj,703,Left off cway into object,,Other angle,4 wheel drive / SUV,4 wheel drive / SUV,3,0,0,0,0,6,June,Winter,Wednesday,12:00 - 13:59,Midday / afternoon,False,False,False,False
1357855,Non-casualty (towaway),Non-casualty (towaway),2024,2024,June,Tuesday,04:00 - 05:59,HOLDEN,ST,200,South,DRY DOCK,RD,TWEED HEADS SOUTH,,No,Not a school zone,2-way undivided,-28.194075,153.53114,Tweed,Country urban,Rest of NSW - Urban,Straight,,,,On,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,50 km/h,Local,20,Head on,201,Opp - Head on,,Head-on,Motorcycle,Car (sedan/hatch),2,0,0,0,0,6,June,Winter,Tuesday,04:00 - 05:59,Late night / early morning,False,False,False,False
1357870,Non-casualty (towaway),Non-casualty (towaway),2024,2024,June,Saturday,18:00 - 19:59,GROVE,AVE,0,Right on the spot,NUMBER 68,HN,PENSHURST,,No,Not a school zone,2-way undivided,-33.973166,151.08851,Georges River,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Wet,Raining,Darkness,Nil,No traffic controls,50 km/h,Local,71,Off rd left => obj,703,Left off cway into object,,Other angle,4 wheel drive / SUV,Light truck utility(from 2018),3,0,0,0,0,6,June,Winter,Saturday,18:00 - 19:59,PM peak / evening commute,True,False,False,False
1357876,Non-casualty (towaway),Non-casualty (towaway),2024,2024,June,Thursday,02:00 - 03:59,PIONEER,PDE,999999,Unknown/not stated,UNKNOWN,UK,BANORA POINT,,No,Not a school zone,2-way undivided,-28.215127,153.545293,Tweed,Country urban,Rest of NSW - Urban,Straight,Steep grade,,,On,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,50 km/h,Local,71,Off rd left => obj,703,Left off cway into object,,Other angle,4 wheel drive / SUV,Car (sedan/hatch),2,0,0,0,0,6,June,Winter,Thursday,02:00 - 03:59,Late night / early morning,False,False,False,False
1357891,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Tuesday,02:00 - 03:59,PACIFIC,HWY,500,East,KARUAH RIVER,BDGE,KARUAH,10.0,No,Not a school zone,Divided road,-32.620532,151.968173,Mid-Coast,Country non-urban,Rest of NSW - Rural,Curved,Embankment/cutting,,,Nil,Sealed,Wet,Raining,Darkness,Nil,No traffic controls,110 km/h,State,83,Off rt/rt bnd=>obj,803,Off right bend into obj,Right,Vehicle - Object,B-double (road train prior 98),,1,0,0,0,0,7,July,Winter,Tuesday,02:00 - 03:59,Late night / early morning,False,False,False,False
1357899,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Wednesday,18:00 - 19:59,DARUKA,RD,50,East,TINTINHULL,RD,DARUKA,,No,Not a school zone,2-way undivided,-31.057049,150.95883,Tamworth Regional,Country urban,Rest of NSW - Urban,Straight,,,,Nil,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,80 km/h,Local,66,Object on road,607,On path - Hit temp object,,Vehicle - Object,4 wheel drive / SUV,,1,0,0,0,0,7,July,Winter,Wednesday,18:00 - 19:59,PM peak / evening commute,True,False,False,False
1357905,Non-casualty (towaway),Non-casualty (towaway),2024,2024,June,Thursday,16:00 - 17:59,MAJORS BAY,RD,0,Right on the spot,BRAYS,RD,CONCORD,7325.0,No,Not a school zone,Roundabout,-33.849212,151.101699,Canada Bay,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Wet,Raining,Dusk,Nil,Give way sign,50 km/h,Regional,21,Right through,202,Opp - Right-thru,,Other angle,4 wheel drive / SUV,Unknown motor vehicle,2,0,0,0,0,6,June,Winter,Thursday,16:00 - 17:59,PM peak / evening commute,True,False,False,False
1357912,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Thursday,20:00 - 21:59,NORMAN,ST,20,West,DARLING,ST,ROZELLE,,No,Not a school zone,2-way undivided,-33.859921,151.171681,Inner West,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,Driveway/entrance,,,On,Sealed,Dry,Fine,Dusk,Nil,No traffic controls,40 km/h,Local,83,Off rt/rt bnd=>obj,707,Right turn,Right,Vehicle - Object,Car (sedan/hatch),,1,0,0,0,0,7,July,Winter,Thursday,20:00 - 21:59,Evening / night,False,False,False,False
1357917,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Thursday,18:00 - 19:59,STURT,HWY,0,Right on the spot,DOCKER,ST,WAGGA WAGGA,14.0,No,Not a school zone,X-intersection,-35.117156,147.356318,Wagga Wagga,Country urban,Rest of NSW - Urban,Straight,,,,On,Sealed,Dry,Fine,Darkness,On,No traffic controls,60 km/h,State,71,Off rd left => obj,703,Left off cway into object,,Vehicle - Object,Light truck utility(from 2018),,1,0,0,0,0,7,July,Winter,Thursday,18:00 - 19:59,PM peak / evening commute,True,False,False,False
1357937,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Friday,22:00 - Midnight,YARRABUNG,RD,30,North,STANLEY,ST,ST IVES,,No,Not a school zone,2-way undivided,-33.731702,151.169438,Ku-ring-gai,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,Steep grade,,,Nil,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,50 km/h,Local,71,Off rd left => obj,703,Left off cway into object,,Vehicle - Object,Passenger van,,1,0,0,0,0,7,July,Winter,Friday,22:00 - Midnight,Evening / night,False,False,False,False
1357948,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Thursday,18:00 - 19:59,BLACKTOWN,RD,0,Right on the spot,GEORGE,ST,SOUTH WINDSOR,537.0,No,Not a school zone,Roundabout,-33.639746,150.784272,Hawkesbury,Country urban,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Dry,Fine,Darkness,Nil,Give way sign,80 km/h,State,10,Cross traffic,101,Adj - Cross traffic,,Right angle,Light truck utility(from 2018),4 wheel drive / SUV,2,0,0,0,0,7,July,Winter,Thursday,18:00 - 19:59,PM peak / evening commute,True,False,False,False
1357958,Non-casualty (towaway),Non-casualty (towaway),2024,2024,June,Tuesday,00:01 - 01:59,PACIFIC,HWY,100,North,PINE BUSH REST AREA,OT,TUCABIA,10.0,No,Not a school zone,Divided road,-29.656663,153.13448,Clarence Valley,Country non-urban,Rest of NSW - Rural,Straight,,,,Nil,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,110 km/h,State,30,Rear end,301,Same - Rear end,,Rear end,Light truck utility(from 2018),B-double (road train prior 98),2,0,0,0,0,6,June,Winter,Tuesday,00:01 - 01:59,Late night / early morning,False,False,False,False
1357963,Non-casualty (towaway),Non-casualty (towaway),2024,2024,June,Wednesday,18:00 - 19:59,CANTERBURY,RD,20,East,ROBERTSON,ST,CAMPSIE,167.0,No,Not a school zone,2-way undivided,-33.917192,151.106918,Canterbury-Bankstown,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,Roadwks/Detour/Diverson,,On,Sealed,Dry,Fine,Dusk,Nil,No traffic controls,60 km/h,State,35,Lane change left,307,Same - Lane change left,,Other angle,Unknown motor vehicle,Car (sedan/hatch),2,0,0,0,0,6,June,Winter,Wednesday,18:00 - 19:59,PM peak / evening commute,True,False,False,False
1357968,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Monday,06:00 - 07:59,M2 HILLS,EXP,0,Right on the spot,EPPING TUNNEL MS,ENT,EPPING,6002.0,No,Not a school zone,Dual freeway,-33.764156,151.085874,Hornsby,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,Underpass/tunnel,,,On,Sealed,Dry,Fine,Dawn,Nil,No traffic controls,100 km/h,State,30,Rear end,301,Same - Rear end,,Rear end,Light truck utility(from 2018),4 wheel drive / SUV,3,0,0,0,0,7,July,Winter,Monday,06:00 - 07:59,AM peak / school commute,True,False,False,False
1357972,Non-casualty (towaway),Non-casualty (towaway),2024,2024,June,Sunday,12:00 - 13:59,CUMBERLAND,HWY,100,East,BRIENS,RD,NORTHMEAD,13.0,No,Not a school zone,Divided road,-33.796426,150.987768,Parramatta,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,70 km/h,State,30,Rear end,301,Same - Rear end,,Rear end,4 wheel drive / SUV,Unknown motor vehicle,6,0,0,0,0,6,June,Winter,Sunday,12:00 - 13:59,Midday / afternoon,False,False,False,False
1357978,Non-casualty (towaway),Non-casualty (towaway),2024,2024,June,Wednesday,10:00 - 11:59,GWYDIR,HWY,0,Right on the spot,NUMBER 35,HN,INVERELL,12.0,No,Not a school zone,2-way undivided,-29.77451,151.111948,Inverell,Country urban,Rest of NSW - Urban,Straight,,,,Off,Sealed,Dry,Fine,Daylight,Nil,No traffic controls,40 km/h,State,44,Parking vehicles,403,Manov - Parking-parked vehicle,,Other angle,Light truck,4 wheel drive / SUV,2,0,0,0,0,6,June,Winter,Wednesday,10:00 - 11:59,Midday / afternoon,False,False,False,False
1357981,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Monday,00:01 - 01:59,FOX VALLEY,RD,100,West,LUCINDA,AVE,WAHROONGA,7350.0,No,Not a school zone,2-way undivided,-33.7278,151.113226,Ku-ring-gai,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,50 km/h,Regional,73,Off rd rght => obj,704,Right off cway into obj,,Vehicle - Object,Car (sedan/hatch),,1,0,0,0,0,7,July,Winter,Monday,00:01 - 01:59,Late night / early morning,False,False,False,False
1358001,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Tuesday,02:00 - 03:59,TALARA,AVE,0,Right on the spot,NUMBER 19,HN,BATEAU BAY,,No,Not a school zone,2-way undivided,-33.385746,151.465888,Central Coast,Country urban,Syd-Newc-Woll Gtr conurbation,Straight,Steep grade,,,On,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,50 km/h,Local,71,Off rd left => obj,703,Left off cway into object,,Other angle,4 wheel drive / SUV,Car (sedan/hatch),2,0,0,0,0,7,July,Winter,Tuesday,02:00 - 03:59,Late night / early morning,False,False,False,False
1358012,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Friday,22:00 - Midnight,RAILWAY,AVE,50,North,TRISTANIA,AVE,LEETON,,No,Not a school zone,2-way undivided,-34.564974,146.396664,Leeton,Country urban,Rest of NSW - Urban,Straight,,,,On,Sealed,Wet,Overcast,Darkness,Nil,No traffic controls,50 km/h,Local,71,Off rd left => obj,703,Left off cway into object,,Vehicle - Object,Light truck utility(from 2018),,1,0,0,0,0,7,July,Winter,Friday,22:00 - Midnight,Evening / night,False,False,False,False
1358025,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Sunday,00:01 - 01:59,THE LAKES,WAY,250,North,BREESE,PDE,FORSTER,692.0,No,Not a school zone,Divided road,-32.200835,152.516432,Mid-Coast,Country urban,Rest of NSW - Urban,Curved,,,,On,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,60 km/h,State,85,Off rt/lft bnd=>obj,804,Off left bend into obj,Right,Vehicle - Object,Car (sedan/hatch),,1,0,0,0,0,7,July,Winter,Sunday,00:01 - 01:59,Late night / early morning,False,False,False,False
1358034,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Sunday,18:00 - 19:59,WINDANG,RD,50,North,WATTLE,ST,WINDANG,522.0,No,Not a school zone,Divided road,-34.524828,150.869891,Wollongong,Wollongong met. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Wet,Overcast,Darkness,Nil,No traffic controls,60 km/h,State,30,Rear end,301,Same - Rear end,,Rear end,Car (sedan/hatch),Car (sedan/hatch),2,0,0,0,0,7,July,Winter,Sunday,18:00 - 19:59,PM peak / evening commute,True,False,False,False
1358038,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Friday,06:00 - 07:59,ANZAC,PDE,180,South,ALLISON,RD,KENSINGTON,171.0,No,Not a school zone,Divided road,-33.903081,151.223262,Randwick,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Dry,Fine,Dawn,Nil,No traffic controls,60 km/h,State,71,Off rd left => obj,703,Left off cway into object,,Vehicle - Object,Car (sedan/hatch),,1,0,0,0,0,7,July,Winter,Friday,06:00 - 07:59,AM peak / school commute,True,False,False,False
1358041,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Friday,18:00 - 19:59,NICHOLAS,ST,10,East,BOMBAY,ST,LIDCOMBE,,No,Not a school zone,X-intersection,-33.856197,151.050428,Cumberland,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Wet,Raining,Dusk,Nil,Stop sign,50 km/h,Local,71,Off rd left => obj,703,Left off cway into object,,Other angle,Car (sedan/hatch),Light truck,2,0,0,0,0,7,July,Winter,Friday,18:00 - 19:59,PM peak / evening commute,True,False,False,False
1358042,Non-casualty (towaway),Non-casualty (towaway),2024,2024,June,Saturday,00:01 - 01:59,FOREST,RD,0,Right on the spot,STONEY CREEK,RD,PEAKHURST,168.0,No,Not a school zone,T-junction,-33.958137,151.069223,Georges River,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Curved,,,,On,Sealed,Wet,Raining,Darkness,On,No traffic controls,60 km/h,State,13,Right near,104,Adj - Right-thru from right,,Right angle,Car (sedan/hatch),4 wheel drive / SUV,2,0,0,0,0,6,June,Winter,Saturday,00:01 - 01:59,Late night / early morning,False,False,False,False
1358051,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Wednesday,16:00 - 17:59,MOORE,ST,0,Right on the spot,UNION,RD,LAVINGTON,,No,Not a school zone,T-junction,-36.053137,146.938559,Albury,Country urban,Rest of NSW - Urban,Straight,,,,Off,Sealed,Dry,Fine,Daylight,Nil,Give way sign,60 km/h,Local,13,Right near,104,Adj - Right-thru from right,,Right angle,4 wheel drive / SUV,Car (sedan/hatch),2,0,0,0,0,7,July,Winter,Wednesday,16:00 - 17:59,PM peak / evening commute,True,False,False,False
1358056,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Friday,14:00 - 15:59,TONKISS,ST,0,Right on the spot,WESTFIELD SHOPPING CENTRE,ENT,TUGGERAH,,No,Not a school zone,Divided road,-33.306704,151.409021,Central Coast,Country urban,Syd-Newc-Woll Gtr conurbation,Straight,Driveway/entrance,,,Off,Sealed,Dry,Overcast,Daylight,Nil,Stop sign,50 km/h,Local,47,Emerging from drive,406,Manov - Emerging from driveway,,Right angle,Car (sedan/hatch),4 wheel drive / SUV,2,0,0,0,0,7,July,Winter,Friday,14:00 - 15:59,Midday / afternoon,False,False,False,False
1358062,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Monday,00:01 - 01:59,O'NEILL,ST,0,Right on the spot,NUMBER 16,HN,GUILDFORD,,No,Not a school zone,2-way undivided,-33.848216,150.985066,Cumberland,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Dry,Fine,Darkness,Nil,No traffic controls,50 km/h,Local,73,Off rd rght => obj,704,Right off cway into obj,,Other angle,4 wheel drive / SUV,Light truck,3,0,0,0,0,7,July,Winter,Monday,00:01 - 01:59,Late night / early morning,False,False,False,False
1358067,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Monday,14:00 - 15:59,HUME,HWY,0,Right on the spot,CORONATION,PDE,ENFIELD,2.0,No,Not a school zone,X-intersection,-33.887703,151.09147,Burwood,Sydney metro. area,Syd-Newc-Woll Gtr conurbation,Straight,,,,On,Sealed,Dry,Fine,Daylight,On,No traffic controls,60 km/h,State,53,Overtake turning,506,Ovtak - Overtaking right turn,,Other angle,Car (sedan/hatch),Car (sedan/hatch),2,0,0,0,0,7,July,Winter,Monday,14:00 - 15:59,Midday / afternoon,False,False,False,False
1358075,Non-casualty (towaway),Non-casualty (towaway),2024,2024,July,Saturday,12:00 - 13:59,BELLEVUE,ST,0,Right on the spot,OAKS,AVE,LONG JETTY,,No,Not a school zone,X-intersection,-33.363677,151.486757,Central Coast,Country urban,Syd-Newc-Woll Gtr conurbation,Straight,,,,Off,Sealed,Dry,Fine,Daylight,Nil,Give way sign,50 km/h,Local,10,Cross traffic,101,Adj - Cross traffic,,Right angle,4 wheel drive / SUV,4 wheel drive / SUV,2,0,0,0,0,7,July,Winter,Saturday,12:00 - 13:59,Midday / afternoon,False,False,False,False
